User,Events
3493543279,"[553781672, 1684807645, 4005039699, 450995064, 1427564900, 2252497386, 2960270581, 790394508]"
3497012580,"[1210122978, 2797334400, 1509760322, 2923173603, 4225917048, 2091283071]"
3498550995,"[417621163, 3006253484, 2172234615, 1345479227, 2942284757, 2244839178]"
3503737307,"[2150760652, 134992377, 2401458775, 1361307272, 771676713, 2529072432, 955398943]"
3505309324,"[44607617, 3281130769, 794450376, 989190365, 1968459057, 929107951, 3144013743]"
3507630779,"[979918733, 1660158596, 1262111436, 2451246186, 236468864, 2007279414]"
3508561523,"[480878599, 1942642254, 1731351853, 1628763650, 496131340, 2013037725]"
3513865352,"[44607617, 3281130769, 3144013743, 3499143688, 1323913377, 152418051]"
3519404949,"[4002702641, 1444583217, 73087107, 2923056628, 4202744793, 311954167]"
3523009435,"[2554956824, 2650743904, 3954432137, 3231796370, 1396774376, 1187251277, 3453080253]"
3525636297,"[2977769484, 4198698180, 1013581856, 802067141, 3073399875, 4159897186, 1133385189]"
3526927399,"[2459850460, 2082259770, 2979828712, 1404500601, 1914791953, 4140154751, 3480624055]"
3527556791,"[48571141, 3819567837, 4002798045, 738179988]"
3536262323,"[1752177173, 2390991047, 3009383497, 3343378163, 2655524220, 3184899378, 4249304663, 398208897, 156491367, 196887723, 1361307272]"
3537668660,"[3048578499, 2007279414, 268233790, 3849306291, 2498491194, 2073609284, 1816813281, 952519340]"
3543618219,"[3591208524, 130493588, 3199229320, 2452717343, 2235916835, 2672468932, 3358183178]"
3549860217,"[3632129790, 3368128234, 111299360, 1180929461, 3059491867, 3218113289]"
3550832930,"[2007279414, 268233790, 1269035551, 3849306291, 952519340, 1076364848]"
3553611984,"[3561051213, 794263625, 3088888923, 1916128709, 1738737666, 3615948366, 3919221338, 2455167579, 4198664351, 2225744416, 2090625059, 2056583312, 2814227130]"
3556989632,"[1921897790, 2804196261, 684002741, 3166270937, 3985899647, 3037314453, 602394192, 1361307272, 2133183406, 771676713, 1600413013, 1600413013, 2529072432, 955398943]"
3560210941,"[4259189014, 186373638, 1626548920, 2237079226, 282104363, 1926323783, 3276213471]"
3562653363,"[679700922, 2428145712, 3481603259, 899234866, 4203627753, 4125420656]"
3573553441,"[2519340525, 2595545555, 2047901365, 1549888368, 2808562851, 2050237599, 892071473]"
3579660533,"[3297564047, 1291141020, 800177463, 1873976153, 2788751731, 2788751731, 631024855, 3231677093, 3231677093, 2367684478, 8689602, 3517746814]"
3580128452,"[177094411, 2534753543, 1918177304, 2401458775, 3429508261, 2415873572]"
3581835660,"[185968523, 3732169617, 863669353, 1527128646, 1390707377, 2529072432]"
3582004219,"[3083179290, 3376318184, 1926323783, 4194316975, 3276213471, 955398943]"
3593287342,"[794450376, 1610359399, 2352676247, 1859823732, 3841472085, 2790605371, 3509100603, 152418051]"
3594171699,"[2007279414, 1132763322, 1151525474, 268233790, 1269035551, 1076364848]"
3598550965,"[997119679, 508361018, 3981414613, 1536783222, 1055406820, 1077926551, 2611696870]"
3599572670,"[2625791867, 1869360186, 1002527123, 879365424, 1302290522, 3619906013]"
3601169721,"[3825878532, 1235652015, 421512847, 124610391, 2370228216, 510692114, 1738149624, 1428713275, 850932284, 1908645599, 2869632905, 3036332464, 1834275501, 2919758612, 96890078, 227076136, 1581474492, 2074898020, 3294243397, 173841577, 3590821297, 528541191, 532334247, 149617085, 3571682678, 671361248, 293298838, 851424323, 3986539073, 3198554611, 176937568, 3684638133, 1659248815, 4077329597, 1070962073, 706761589, 2766617713, 2864999250, 1401073045, 447287460, 1679460211, 3732784795, 2366491666, 214416, 423805107, 2728880989, 2237304267, 2104725357, 19969040, 1706981584, 154434302, 785490220, 1163805498, 3842924038, 2297884984, 1783630773, 1297186432, 2502282771, 234679235, 2934010632, 774093053, 1778085609, 1711604318, 768761099, 651174684, 3955527462, 2082195127, 1006504281, 2251454797, 3049491942, 2739960670, 2560867051, 791501799, 2407639356, 2676714275, 778468524, 879735388, 3572215281, 1218003893, 4113209764, 2411303936, 1286933492, 1077901228, 1239204675, 1050017180, 2701666228, 1295658867, 3065441109, 3225637143, 162998950, 3538261110, 615258122, 1795425572, 2473947326, 37025173, 194996067, 1426072738, 708004717, 1803931557, 2331092173, 2837083684, 3863898170, 404076498, 1333077999, 1595739973, 2531947768, 3216854901, 1146909088, 1049842818, 1278199678, 2190420402, 3595921749, 1467610412, 2170473823, 748898602, 3831661369]"
3601599789,"[1087635781, 1952025239, 1434430305, 3234297562, 3505302995, 4004973596]"
3602900286,"[3865710792, 671361248, 3890406080, 4244351035, 638795273, 2529072432, 955398943]"
3603006634,"[3426952204, 4154677177, 1218703283, 1822642771, 4179630573, 1212611096]"
3607672432,"[3858223520, 3838044081, 1390707377, 221202458, 2529072432, 955398943]"
3608734461,"[1425625542, 2836986814, 893326926, 785309813, 3293166549, 615488222]"
3609055912,"[3915366470, 292137502, 2421809173, 803377467, 4235689748]"
3615297413,"[3802505698, 3104408471, 234197631, 3385455424, 2806565970, 559618821]"
3617436869,"[740982915, 2489624476, 4200394007, 2814323926, 705007381, 1242409753, 1332759137]"
3618985332,"[1190045109, 238152389, 4101380050, 3328077853, 2180806657]"
3622026274,"[2856764723, 2505123910, 2613114347, 2917794701, 2163214170, 955398943]"
3627571763,"[2007279414, 1203717384, 1902753965, 268233790, 2149464820, 3849306291]"
3627636732,"[3258357208, 3463560786, 3094078712, 2639741116, 1189597031, 353933726]"
3633106414,"[330661817, 3130359578, 3838044081, 3275248026]"
3635935632,"[1506044723, 3127485387, 756986165, 1247327810, 3204104078, 4211366080]"
3636724939,"[1692359541, 570808303, 97217712, 633659090, 907302600, 2130616732, 2643833505]"
3637069534,"[2007279414, 4080944038, 2418142030, 268233790, 1269035551, 952519340]"
3640843993,"[1301391714, 197633139, 1290394920, 219749984, 269488834, 3951849347]"
3645703035,"[997119679, 899668139, 1960269366, 721524089, 1010938434, 3476682149, 4023958283, 2917794701]"
3647778578,"[619118259, 958066738, 3907813032, 3627341709, 3262917103, 3258403412, 2883538293]"
3648621560,"[2254075965, 1441500112, 1441500112, 3900669533, 1630490032, 3060424968, 420747759, 653272317, 653272317, 842158884, 1218174058, 1218174058, 2172580817, 3123869396, 1901601017, 1039136952, 1039136952]"
3655365717,"[3309338938, 2007279414, 1902753965, 2149464820, 1203717384, 2498491194]"
3659421361,"[2219144892, 2398475187, 1902921043, 98978060, 3462111166, 2621503414]"
3661711486,"[4163567434, 4000859550, 568700686, 3901745148, 3224830038, 4277739075, 2980258101, 897667289]"
3664264982,"[122122393, 2221236651, 486178085, 3337001263, 1668498113, 1257091773]"
3668442410,"[2007279414, 4244463632, 1203717384, 2149464820, 1269035551, 1076364848]"
3671028639,"[233476316, 2695471827, 1653016455, 3022999116, 209332472, 968373357]"
3677612174,"[407061424, 3770119781, 3581275802, 633659090, 2643833505, 2130616732, 907302600]"
3679105159,"[1409742519, 1945008302, 2331932256, 3542075399, 1306613841, 3003433560, 1630022509]"
3681580730,"[1148695493, 3802505698, 234197631, 3385455424, 2187775241, 1159701801, 491131434, 1521679232, 3098644886, 2237079226]"
3682151225,"[2007279414, 3048578499, 1203717384, 1269035551, 2149464820, 1076364848]"
3692641931,"[2628680570, 541584645, 3807386691, 702639971, 939765972, 1448086840]"
3697643704,"[3841242017, 547383999, 3276213471, 642644408, 1600413013, 955398943]"
3709640639,"[1202113718, 225430306, 3264874695, 4200141982, 193342496, 3505158996, 3924069304, 679660942, 2264787329, 1756585612, 3631560512, 2450647909, 2616716533, 697614185, 4245127010, 2802727034, 690143024, 3925067644, 4223224507, 2212344171]"
3715650761,"[1526997112, 4277739075, 3875955172, 897667289, 1667438718, 4058829330]"
3722222609,"[1452524777, 2235166615, 3686935155, 777525913, 3686190194, 2709751077, 3288709643, 2411750404, 3311537362, 788691166, 2043006756, 2319080380, 1433428460]"
3730114567,"[569253671, 1628013431, 2539912275, 3400838699, 2973911742, 268816201, 130281276]"
3731356523,"[2668074570, 1845786756, 2352676247, 2790605371, 3509100603, 152418051]"
3734822391,"[2331094235, 1728146251, 2641028377, 3247053834]"
3746792233,"[4002798045, 3789029184, 1392829984, 1849279315, 1271330281, 1838843061]"
3749087176,"[1347399160, 3045260404, 3948658168, 3913757674, 1826801459, 2849940433]"
3759296736,"[4108357970, 3465367492, 1551106149, 2505738116, 1003080943, 376593949, 3695348432, 2382175616, 3924788609, 1863639098]"
3763731039,"[2465528861, 3790866767, 2695416532, 641950279, 834360181]"
3764872798,"[699622003, 2569748465, 2766425759, 2806565970, 2828969498]"
3765513583,"[2346511460, 2151223317, 3052123229, 742383430, 2961237514, 1582367689, 1582367689, 782216525, 1470185288, 1086084992, 2056583312, 1565715575, 2006849293, 4102873083]"
3769475875,"[1011767003, 3849412776, 3221268576, 3830416827, 3388135408, 1205670273]"
3772044787,"[2447304290, 3289683998, 2465528861, 3790866767, 3542075399, 1306613841]"
3781956022,"[2099424186, 2849228266, 3676729604, 3735036412, 1600413013, 955398943]"
3785115584,"[2594774265, 4244145378, 193057331, 1631274105, 892522920, 564859972, 3601961332, 1655934860, 3097935103, 2243576360, 191858278, 3491741350, 3905629542, 1404721754, 3097220122]"
3790591028,"[2751347631, 3203913218, 2187775241, 2536189879, 2806565970, 559618821]"
3791989238,"[2007279414, 1262111436, 4070745483, 4105510328, 1269035551, 1270020700]"
3797537201,"[771602479, 1587393206, 3820418344, 3447361158, 1101173078]"
3798708300,"[125579007, 3483869180, 254046741, 2798291665, 834360181, 2153037761]"
3799738504,"[2690882078, 1515079649, 643876571, 734755850, 664032564, 719050114]"
3804368962,"[354604902, 1033209626, 4115436468, 2629437499, 970316639, 2415873572]"
3808055269,"[2005730896, 1985745362, 2355213982, 2517281835, 4250815350, 919376574, 4192032295]"
3810743959,"[207321472, 1428413928, 239276659, 2806565970, 559618821, 1488068589]"
3811993332,"[2631368299, 3807386691, 1890076844, 3096327312, 1241270051, 926605391]"
3812598434,"[1544421101, 749859087, 3289683998, 2732461028, 1852872937, 2824024899]"
3815746762,"[2729245797, 3314895954, 3938809089, 1390707377, 1532377761, 719337372, 2529072432, 955398943]"
3822101402,"[510692114, 1117617364, 2140531785, 2742796684, 3838537047, 2504949294, 2812330223, 401574569, 4289839179, 3352368770, 450183377, 3188394122, 2575566132, 2088291825, 1909232786, 999690702, 3818747078, 1929917726, 2438796192, 2842497966, 656424264, 109156359, 3479440123, 2464636842, 3781958177, 3764273177]"
3825327054,"[2397682512, 1657604679, 3326446571, 3533630764]"
3828963415,"[1222992905, 3067222491, 2618008446, 2957317168, 663120398, 3658267924, 4192218834, 3499428374, 1600413013, 955398943]"
3834320657,"[1848091116, 2856764723, 3399301092, 1129492416, 1930033127, 716538877, 2704261655, 955398943]"
3837379530,"[3654419574, 2948429494, 2409382246, 4223173683, 3790866767, 3247053834, 2762356638, 1630022509, 4242816413, 834360181]"
3838037746,"[2007279414, 2007279414, 673098017, 673098017, 3048578499, 3048578499, 1203717384, 268233790, 1269035551, 1269035551, 3849306291, 3849306291, 2498491194, 1816813281, 1076364848, 952519340]"
3849582471,"[1217136514, 1682999037, 2762181586, 3162026668, 2585726527, 533528858]"
3850209583,"[2610561518, 1759182938, 3192741670, 3413988347, 2389196711, 615488222, 2059769837]"
3855705749,"[1175893887, 3068611618, 3654419574, 2409382246, 61311521, 3790866767, 2762356638]"
3856015515,"[1346186680, 562225265, 150954316, 2757714511, 4077327097, 1588294436, 955398943]"
3858694816,"[4180045053, 1250119961, 2650542682, 2401458775, 2105083541, 3074569974, 2415873572]"
3859970866,"[3858223520, 2489624476, 1670218702, 448070308, 1899078555, 1592319948, 645163767, 1532377761]"
3862393256,"[1213376740, 111720609, 984849307, 410386599, 1781301042, 2360728862]"
3862811674,"[130493588, 3764379733, 3199229320, 2934589137, 1645469702, 622003251]"
3864347911,"[472699259, 1262111436, 4070745483, 236468864, 2993747793, 1269035551, 2937515293]"
3864685851,"[915339846, 899419077, 681532729, 189330061, 3948250480, 3753455739, 889795193]"
3867877244,"[1733693317, 1675633781, 511212213, 1281308366, 1456960446, 1759571467, 1303026980, 1530694090, 1776797476, 2621503414, 3480624055]"
3874603947,"[2420516619, 3928440935, 2379950964, 2202466244, 1580455386, 568700686, 2017478494, 2215781394, 3713203333, 2420097863, 1350673245, 1205391785, 4133786107, 1993111201, 1360334065, 445373500, 274750357, 2776357538, 677485601, 3565166403, 3216974136, 719337372]"
3876455884,"[2579139880, 3439001309, 829789151, 2612400653, 4107954742, 3294725848, 2342796321, 3278814103]"
3882784583,"[3070286690, 2044667813, 3307793700, 3524326927, 4045413981, 1712704788]"
3886616779,"[2533741133, 3425417232, 1626682007, 4112668226, 2310683673, 727238905]"
3887899389,"[1753679456, 2355400133, 861118590, 1600413013, 2529072432, 955398943]"
3892760681,"[3976993681, 2401458775, 1361307272, 633659090, 907302600, 2130616732, 2529072432]"
3897720034,"[1051361796, 181332418, 1963822399, 189449283, 2364828261, 376720958, 781765501, 1775649973, 2683569441, 783449115, 657063613]"
3900238416,"[3632072502, 1390707377, 1532377761, 1600413013, 2529072432, 955398943]"
3900967678,"[2129137851, 3859392573, 496131340, 1800328029, 1171754345, 3254991059, 1205670273]"
3902408840,"[2186245955, 970316639, 3302719635, 2490233992, 4140154751, 196335814]"
3904948602,"[522428664, 266584418, 2401458775, 3581275802]"
3908243396,"[2938074786, 826943401, 1867689034, 3222393526, 626269042, 1641436512]"
3911822363,"[4260484947, 116503895, 3027352986, 1383850843, 3242928083, 2776357538]"
3915913946,"[3992740948, 553840202, 2585228502, 627006212, 4181743367, 4103733932, 4198728308]"
3918374668,"[1802730644, 2581630727, 3516104940, 3437357998, 119933342, 2270126516]"
3920980605,"[4267908091, 2913407142, 228340462, 2415873572, 1133385189, 1488068589]"
3924556291,"[1353090755, 945627510, 3632072502, 1390707377, 1532377761, 719337372, 1600413013, 2529072432, 955398943]"
3926213876,"[3288255289, 1177314523, 2326070806, 1876322819, 2034155627, 1764159783, 3479309219, 161101879, 3722349660, 3231944809, 4030742178]"
3927635634,"[3365249126, 2314435352, 2465528861, 2115491671, 2150848115, 2153037761]"
3936585198,"[2589709809, 218221722, 137663137, 1547038759, 177677110, 4198698180, 1865069375, 2047026922, 3585531671, 2357122965, 821546192]"
3937992703,"[1914791953, 1036961928, 915403718, 4140154751, 2803195749, 196335814]"
3939277895,"[2007279414, 3048578499, 268233790, 2149464820, 2073609284, 952519340]"
3943899827,"[2757355954, 1973916091, 616825218, 546889678, 2822548338, 635799819]"
3951036457,"[3390709812, 1652798666, 3155836085, 831772458, 863159725, 4234138929]"
3953805126,"[3501509607, 2120779072, 2030801280, 3681999765, 2806565970, 1704179171]"
3954508529,"[78250244, 867154832, 2652939428, 438305330, 1486124986, 2587616435, 2713053749, 3670952162, 2007279414, 1902753965, 1269035551, 2073609284, 910169576, 2498491194]"
3954972720,"[1884840556, 3921661072, 516701061, 1198964954, 3559606266]"
3958701071,"[3929507420, 496131340, 574261812, 354306787, 3388135408, 1205670273]"
3961606436,"[1786302939, 2883057132, 1058195960, 2987663094, 802067141, 55735397]"
3964856605,"[3632072502, 3565166403, 1390707377, 1532377761, 2529072432, 955398943]"
3968108639,"[2638434295, 1882883713, 1551444463, 1948602073, 1733693317, 753115138]"
3969445925,"[1832462541, 426902061, 3334213373, 3632072502, 1044854627, 1136509864, 1390707377, 1532377761, 1600413013, 2529072432, 955398943]"
3970062925,"[2448320909, 914641836, 2642068464, 3256009463, 1241270051]"
3970477206,"[40927922, 3413431385, 2527738096, 543299546, 2040900733, 2076577222]"
3971850850,"[2858620128, 2748187097, 2593938531, 1711830550, 2660812160, 1212862610]"
3971863644,"[4203571618, 739312213, 2793561755, 1092072561, 2763790767, 1205670273, 221202458, 719337372]"
3973406086,"[1442346822, 1184803349, 3864895062, 4218995601, 2283367091, 171442317, 184363884, 2492433817, 3512407626, 3907223405, 2208100090, 2117342476]"
3979215974,"[2072791410, 504692311, 1786607352, 3931332882, 1566051430, 1959421009]"
3981117943,"[164649836, 1301324128, 3803550665, 3681819698, 902611522, 1241270051]"
3983124874,"[843570927, 2902086072, 2923175068, 4082601014, 1776393554, 1133385189]"
3987684633,"[3858223520, 1061745506, 1714112785, 746576079, 574261812, 354306787, 496131340, 1205670273]"
3988097489,"[1321160135, 1357264754, 2025354188, 1453975484]"
3994206600,"[3868972599, 1692359541, 2453174300, 2401458775, 2039358442, 1148012652, 2133183406, 2643833505, 771676713, 1361307272, 907302600, 1600413013, 2529072432, 955398943]"
3996979962,"[3349548561, 2325481526, 2089971323, 3218719992, 4253071998, 410842839, 4103733932, 3929337192, 559618821]"
4005100950,"[2409838112, 549264882, 1970105932, 3810389384, 4019176098, 3616152803, 2534647052, 317875697, 1638732545, 3822573570]"
4006103510,"[2458828183, 242817146, 440098296, 1303299495, 3289683998, 834360181]"
4008611364,"[2489566262, 1123107265, 3397711333, 3508318746, 3720373392]"
4009496977,"[1895424743, 116153421, 4265093803, 835265617, 690062686, 3738793886, 1656830312]"
4011347584,"[723829948, 3431177382, 1896494031, 4193697263, 2693999668, 4061182012, 1856268546]"
4016703162,"[2811190711, 1141817122, 48324615, 3171602353, 213117968, 1026634113, 819605910]"
4018723397,"[2522610844, 3197825109, 1537309411, 3775500472, 2251036191, 602394192]"
4019376868,"[3309338938, 3188180104, 3048578499, 2007279414, 268233790, 4244463632, 1844176380, 2149464820, 3103100779, 910169576, 2498491194, 1816813281, 952519340, 1076364848]"
4019660902,"[1838041662, 1655226972, 631477501, 1447651663, 2444514266, 2163306214, 2163306214, 1692430260, 2801788819, 1364587311, 709512451, 3739965483, 95893840, 95893840, 2749567415, 2749567415, 3615755136, 3615755136]"
4022287072,"[2429693803, 3903656386, 2029179615, 2650542682, 1068825763, 1332759137]"
4024328014,"[127757681, 2729267396, 1548058369, 3776957253, 1269035551, 1076364848]"
4026656138,"[4194316975, 4053956936, 1693226702, 1926323783, 1699663431, 3276213471, 2895849260]"
4027957525,"[221664601, 1786302939, 234197631, 2413462956, 1269976478, 1133385189]"
4030525076,"[1316988613, 941395439, 1370289455, 1557343462, 2232765899, 2567184413]"
4031987130,"[2612636801, 3326303153, 1832462541, 1044854627, 1600413013]"
4036617462,"[3186605940, 1548902066, 2942609119, 239276659, 2828969498, 1448086840]"
4036877181,"[4024680171, 1613979400, 4136739174, 771676713, 2529072432, 955398943]"
4039039716,"[2186245955, 3692401116, 3806743451, 2597328517, 1287148023, 3244133531]"
4040113414,"[4198698180, 1162270076, 553678266, 1741634425, 2415873572, 821546192]"
4041015401,"[2754946744, 1281335602, 2825324217, 1080514315, 1144473075, 3060412046]"
4042141985,"[1701917923, 698797515, 2011450028, 303750199, 862080260]"
4044018474,"[739617054, 3735101795, 1044854627, 3565166403, 1390707377, 1532377761, 1600413013, 2529072432, 955398943]"
4045020395,"[2465528861, 3327259603, 666088517, 1485887263, 4231641706, 2115491671, 834360181, 2153037761]"
4047690519,"[3797325672, 71532506, 1960587441, 2153037761]"
4051263407,"[4201499448, 1766189272, 926605391, 130281276, 633659090, 1133385189]"
4051807703,"[4002798045, 244220291, 1621538745, 3766183282, 1668072163, 1838843061]"
4051862296,"[1641491432, 384131721, 1728898774, 3735101795, 2529072432, 955398943]"
4053603391,"[2639741116, 2645301517, 1133385189, 1212947698, 2130616732, 2643833505]"
4057720928,"[3858223520, 252200822, 317758728, 2338976654, 1527128646, 1205670273, 719337372]"
4058821927,"[3109242336, 2317641938, 3098436124, 2642526965, 2816135493, 2162407766]"
4060379526,"[1810747729, 3327788367, 1466528489, 3828664529, 672757840, 3879292193]"
4063184029,"[137663137, 3183605169, 547383999, 3358064160, 1926323783, 2822187055, 4194316975, 2374444123, 1133385189, 3276213471, 955398943]"
4063804162,"[2980765180, 1988027954, 585557076, 3685272327, 4228034043, 4161277523, 1269713813, 2920432087, 2714416274]"
4066539799,"[3431779223, 3013514096, 2396122429, 2556346032, 3243169434, 4171376437, 636178997]"
4072712031,"[3279064953, 130493588, 2763980267, 2700038507, 3899853175, 3320505228, 1128274822]"
4078937413,"[1342847040, 1682999037, 3317052947, 3040691375, 695330828, 67648066]"
4082925334,"[1162270076, 3617812300, 3704285397, 878944665, 3123256869, 822336495, 433929966, 40477420, 3581275802]"
4084719479,"[3712568774, 2980865661, 1159701801, 4048637880, 380338457, 1776393554, 1548928340]"
4085088124,"[3273774165, 1294481466, 851710635, 2648833412, 495876188, 2567308538, 936471095]"
4088211339,"[2007279414, 1203717384, 2149464820, 1269035551, 782683695, 3849306291, 1076364848]"
4091804141,"[1416418718, 1811021363, 3526046417, 3467552102, 1272700922, 2814929505]"
4091807302,"[4220800520, 424532519, 570504601, 1097502776, 3961121565, 3699486500, 2183041548]"
4092048823,"[466507834, 118274123, 1921275, 1371443324, 239158323, 2566624511]"
4095059025,"[2627080752, 3462970646, 4283392525, 903020933, 590488063, 3311545292, 3274802131, 1004501613, 783604783, 1372188915, 2551484859, 3469133902, 1180225343]"
4095465484,"[1748933278, 569616021, 172445691, 855637924, 814858005, 2130383503]"
4097717860,"[1549996522, 1257452850, 366046929, 3816215146, 1309770679, 1568177677]"
4098063101,"[1910729773, 2207730512, 2018091364, 3364101550, 3566218350, 2777886967, 1599264944, 65641389, 959032583]"
4099439378,"[2007279414, 3425809914, 268233790, 1269035551, 1816813281, 1076364848]"
4100120866,"[1671887548, 1025760152, 526306322, 1414217450, 4157146163, 3752251002]"
4104928393,"[3874059726, 1958166234, 1521370885, 2002132690, 1401946527, 3150441220]"
4107865904,"[4203571618, 230117918, 3055371642, 3234409400, 1178194459, 3708234991, 2650490227, 2795264631, 4014308675, 1076082442, 1205670273]"
4110409496,"[2425916002, 2401458775, 1361307272, 2130616732, 2643833505, 771676713, 2529072432, 955398943]"
4116824604,"[3149276646, 3970983262, 2901172638, 4231864079, 2763545469, 2029812325]"
4122118697,"[2012765486, 4144150179, 2677302867, 329123657, 2970567256, 1212947698]"
4125614780,"[3593742314, 3632072502, 1390707377, 1532377761, 2529072432, 955398943]"
4128087249,"[1752177173, 408474887, 970156857, 4358089, 1019287013, 3506658662, 1992413107, 245410232, 3695021985, 3381519000, 2131729510, 1769821149]"
4128216168,"[2007279414, 3309338938, 3103100779, 1902753965, 268233790, 1269035551, 1076364848]"
4132156908,"[1248215207, 664712104, 3183605169, 3175819236, 3276213471, 1600413013]"
4136255266,"[2167424624, 305204245, 2424001534, 130493588, 1165693561, 965081035, 4242816413, 3327844721, 3797841998, 2153037761]"
4136999827,"[2428145712, 3357020670, 575808855, 739161736, 383607907, 4203627753]"
4148656943,"[855350354, 3031347403, 1995510429, 1454534917, 176859368, 959843439]"
4151136641,"[275352720, 3417330881, 997119679, 3981414613, 2606660601, 1806509997]"
4155564936,"[1434113959, 2368889606, 2957616847, 4199168774, 2480831686, 1190068601]"
4156591803,"[2522610844, 3992122471, 3738629021, 3928351581, 2272220944, 1968332736, 2284016273, 150954316, 4193610911]"
4157381568,"[3378996021, 2394399969, 3565319586, 3412268845, 2867164384, 1600413013]"
4159195102,"[2133183406, 771676713, 2643833505, 1600413013, 2529072432, 955398943]"
4159459029,"[3006485407, 2911148851, 853521105, 1885710913, 791860627, 3998990762, 1163018914, 69856756, 4155393875, 3036332464]"
4159956578,"[975764373, 2266067078, 4186927293, 3281762985, 4033875000, 827158470, 645584065, 41642879, 975348767, 2144300585, 1992296647]"
4165509784,"[1217440720, 1613671569, 3289683998, 2824024899, 4242816413, 2153037761]"
4166294065,"[1556381686, 1104384354, 3600661659, 2651254812, 3860330975, 676728856, 2912638473, 1009925402, 495087397]"
4167954255,"[1095332232, 3607327193, 4037098467, 1128628470, 372148582, 301445362]"
4168411373,"[2167075374, 4126704525, 3203913218, 4097892803, 3846588922, 406835364]"
4169100339,"[3512203405, 1963825952, 2147100185, 878030041, 1358970067, 88914867]"
4176372154,"[2007279414, 3309338938, 1844176380, 268233790, 1269035551, 3849306291, 1076364848]"
4180064266,"[3099686443, 3099686443, 672648599, 3297792743, 3380687062, 915985831, 3862966754, 2629758096, 2629758096, 3389359282, 2658555390, 2658555390, 2422997693, 2422997693, 964890973, 1712704788, 2180806657, 714156115, 2102453106]"
4181821860,"[25999604, 3989198693, 3684713379, 2891447107, 806275357, 1265323263]"
4189881681,"[733261478, 3617093280, 3194375850, 2175507356, 3879766841, 2020109352, 2576482780]"
4195841083,"[1815008506, 3834889020, 428097180, 2460849326, 637049052, 598096100]"
4204903154,"[3129691238, 3289683998, 1306613841, 834360181, 2115491671, 2153037761]"
4205046694,"[1858523919, 2066152364, 644094062, 4256629324, 1327015206, 3490006930, 3633351483]"
4210131689,"[2007279414, 2033068756, 2498491194, 2073609284, 1816813281]"
4211609391,"[2384544175, 237409817, 1769641333, 2125679242, 2529072432, 955398943]"
4212518111,"[275352720, 2937294106, 876418285, 2746489053, 2582267101, 3005548418]"
4217391078,"[108349736, 1868937145, 1704179171, 2145977549, 642644408, 1332759137]"
4224531010,"[2703431985, 2749606237, 3624273144, 3420605744, 2359520876, 4242131970, 642644408]"
4227630018,"[2478234598, 1243168462, 939563341, 2196323150, 1783507776, 1139942344]"
4228123262,"[384605504, 2576801713, 735729179, 4011082942, 3943649656, 3853447857, 1642638618, 1299746069]"
4231656286,"[934310455, 3064874467, 1803275543, 3066321838, 1824709964, 1389265162, 36941495]"
4238211626,"[3594729381, 3928440935, 3187433814, 2725164213, 3291760496, 462519665, 1000481836]"
4241049734,"[3871984634, 283050288, 965094203, 2705756860, 755056259, 3643004825, 2415873572]"
4243934665,"[4129023810, 3807386691, 4048136503, 4208530995, 1699561506, 939765972, 2628680570]"
4244826201,"[1548058369, 2549322104, 1198319209, 1269035551, 3849306291, 1076364848]"
4245654844,"[3234255963, 3188189145, 2452199743, 860629845, 3187102775, 69233369, 1442089227, 1320741777, 4246557753, 2894635690, 1505832167, 617967595, 3228219206, 349771745]"
4246087593,"[966176695, 2456710844, 350873258, 1137082678, 4130599956, 1576119037, 2137154383, 37203346, 2858862969, 3806905204, 2042878904, 3966643350, 1568655302, 3755177042, 3909493159, 1381992714, 3113377968, 401222554, 2224872803, 2402784975, 263279656, 290711008, 2654849737, 2436352210, 3396830170, 1074870129, 1017891821, 3361245766]"
4246840619,"[3741400796, 3184899378, 1042540981, 3068274397, 2401458775, 2039358442, 2643833505, 771676713, 2529072432, 955398943]"
4252018912,"[3376874101, 3701465217, 856850297, 172274775, 1859702032, 1776393554]"
4262553869,"[1502284248, 3735101795, 445373500, 3938809089, 1532377761, 1600413013, 2529072432, 955398943]"
4268968909,"[997119679, 2506611075, 124543921, 2748538029, 3465408215, 1726886137, 3274361258, 2601678976, 2145977549, 955398943]"
4269957924,"[1179651886, 2721339456, 1085255811, 3076674861, 3697332645, 1584032720]"
4278102337,"[1969907111, 3175914811, 1456209040, 2412032092, 4058829330, 955398943]"
4284267710,"[2529252158, 3162166853, 2205781579, 3851706723, 721082024, 3197423454, 1888579129, 1640487353, 2955014962, 2832529995, 525889178, 490453571]"
4288669162,"[999665321, 3632072502, 1044854627, 3802870894, 1390707377, 1532377761, 719337372, 1600413013, 2529072432, 955398943]"
4289419892,"[3864843980, 440098296, 2235916835, 2465528861, 2746202243, 2115491671]"
4289724715,"[2652356640, 2769292935, 3128167927, 3547653054, 645947926, 3979584962]"
